noi_permit_number,project_name,latitude,longitude,receiving_waters,total_land_area,estimated_area,construct_start,construct_end
2253,Holland Mills,38.7525,-75.273611,Broadkill River,68.29,64.71,1/1/2007,1/1/2010
2254,Anthem,38.755833,-75.273056,Broadkill River,75.89,67.48,1/1/2007,1/1/2010
2255,St. Andrews Addition,39.614167,-75.695278,Christina River,57.63,43,12/1/2006,12/1/2008
2260,Vines Creek Marina,38.565833,-75.196944,Indian River Bay,17.8,0.72,12/15/2006,12/15/2007
2261,Village Brooke,38.573611,-75.571389,Broad Creek,78.8,76,1/1/2008,1/1/2018
2265,Parcel 7D,39.675278,-75.556111,Delaware River,47.6,17.6,12/1/2006,4/30/2007
2266,Parcel 7C,39.672778,-75.558889,Delaware River,5.3,4.6,12/1/2006,4/30/2007
2267,Stratford Villiage,39.073056,-75.536389,St. Jones River,33.2,29.6,9/1/2007,9/1/2011
2268,Coverdale Properties,38.763889,-75.216667,Lewes-Rehoboth Canal,0.91,0.91,3/1/2007,9/1/2007
2269,Pelican Point Phase 1,38.65,-75.21,Indian River,49.5,42.7,1/1/2014,1/1/2016
2273,The Estates at Long Branch,39.578333,-75.779444,C & D Canal West,110.2,39.6,4/1/2007,12/31/2010
2276,Wright Brothers Subdivision,38.7584,-75.191,Indian River Bay,8.9,3.1,3/1/2007,6/1/2007
2284,Renaissance Village,39.806944,-75.461111,Naamans Creek,66.4,64.6,1/1/2007,12/31/2012
2287,Presta Retail,38.777778,-75.310833,Broadkill River,0.17,0.15,1/1/2007,7/1/2007
2290,Little Creek Subdivision,38.454167,-75.125,Buntings Branch,20.6,14.6,6/1/2007,6/1/2008
2296,Windsor at Hyetts Corner,39.518056,-75.659167,Delaware River,138.06,85.1,4/1/2006,4/1/2010
2299,Eden Hill,39.148333,-75.535,St. Jones River,109.2,140,4/1/2007,4/1/2011
2300,Seasons at Bethany,38.567222,-75.531944,Cedar Creek,29.8,16.8,6/1/2006,6/1/2008
2302,Hearthstone Manor II at New Milford,38.888056,-75.404167,Mispillion River,121,100,4/1/2007,7/1/2012
2310,401 Bellevue Road,40.007222,-75.575,Christina River,2.32,1.45,4/1/2007,4/1/2008
2311,Rothwell Village-2015-01275,39.530556,-75.720278,C & D Canal East,141.3,85.3,4/21/2016,2/9/2019
2317,Dukes Manor,38.5875,-75.3,Indian River,2.2,2.2,8/15/2007,8/15/2008
2324,Deer Creek,38.810833,-75.444444,Cedar Creek,93.6,16.5,6/1/2007,6/30/2008
2325,Vines Creek Village,38.5475,,Indian River Bay,23,23,6/1/2007,6/1/2009
2326,Caldera Sunrise,38.591111,-75.061111,Little Assawoman,1.3,0.09,4/1/2007,5/1/2008
2329,Stoney Ridge Estates,38.655556,-75.3,Broadkill River,32.94,12.13,6/1/2007,6/1/2008
2336,Woodland Ferry Estates,38.622778,-75.686389,Nanticoke River,30.7,21.2,7/1/2007,7/1/2008
2339,Avalon Subdivision,39.070556,-75.486111,St. Jones River,83.02,83.13,11/1/2007,11/1/2010
2355,Fox Run,38.456167,-75.5625,Broad Creek,15.26,14.5,8/1/2007,6/1/2008
2363,Lands of Joseph L. Warnell,38.857778,-75.405833,Mispillion River,5.72,4.27,7/1/2007,12/31/2011
2365,Carillon Square,38.634444,-75.195278,Indian River,37.9,12.6,4/1/2007,4/1/2010
2367,Blue Waters Subdivision,38.560278,-75.063056,Indian River Bay,20.1,18.1,6/1/2007,12/1/2007
2372,3022 New Castle Avenue,39.701944,-75.550278,Christina River,12.7,6.7,6/1/2007,10/1/2008
2374,Duneside at Baywood - Phase 12,38.653717,-75.2024,Rehoboth Bay,123.2,29.12,5/1/2007,10/1/2007
2376,Nanticoke Business Park,38.8192,-75.5889,Nanticoke River,9.7,5.4,3/1/2007,12/1/2007
2382,Heritage Point,38.55,-75.544444,Broad Creek,40,40,8/1/2008,2/1/2009
2394,The Estuary on Peppers Creek,38.549789,-75.23671,Indian River Bay,11.4,7.6,10/15/2007,6/15/2008
2397,Woodridge,38.683664,-75.238969,Broadkill River,120.2,73.3,7/1/2007,9/1/2010
2402,Amtrak Central Electrification and Traffic Control Facility,39.74383,-75.52596,Brandywine Creek,6.4,6.4,9/1/2008,1/1/2010
2416,Equine Center,39.68,-75.74,Christina River,28.5,1,4/10/2007,9/10/2007
2419,59 Washington Street,39.579167,-75.588611,C & D Canal East,0.1,0.1,5/9/2007,10/9/2007
2422,Byewood Manor Subdivision,38.564167,-75.123333,Lewes-Rehoboth Canal,11.2,10,4/1/2008,4/1/2009
2424,Abbotts Pond Acres,38.888161,-75.503197,Mispillion River,121,111.8,4/1/2008,4/1/2013
2427,Ashland Subdivision,39.282222,-75.6125,Smyrna River,52.1,42.9,10/1/2007,10/1/2012
2430,Pinewater Woods,38.663611,-75.182778,Rehoboth Bay,19,19.4,6/1/2007,6/1/2008
2434,Oyster House Village,38.706389,-75.095278,Atlantic Ocean,4.21,4.21,8/1/2007,8/1/2008
2435,Cyprss Pointe,38.57492,-75.63869,Broad Creek,108.6,42.8,8/15/2007,8/15/2008
2436,C-17 Engine Storage Facility,39.13,-75.484167,St. Jones River,1.1,1.1,4/24/2007,4/24/2008
2437,Estates of Verona Woods,39.2078,-75.5357,Leipsic River,152.2,89.3,7/1/2007,12/31/2012
2440,Villages of Stoney Brook,38.004722,-75.132222,Nanticoke River,36.18,35.9,6/1/2007,6/1/2009
2447,"Lands of Tudor Properties, LLC",39.133333,-75.5,Little Creek,22.9,4.9,8/1/2007,8/1/2008
2453,Bell Ayre,38.641667,-75.625,Nanticoke River,32.2,32.2,11/1/2005,7/1/2008
2454,The Ovations Residential Subdivision,39.483333,-76,Smyrna River,50,50,6/1/2007,6/1/2010
2456,Herring Wood Village,38.869722,-75.453611,Mispillion River,67.06,31.2,3/1/2008,10/1/2008
2461,Windmill Estates,38.490556,-75.497222,Broad Creek,160.91,155,10/1/2007,10/1/2008
2466,Royal Farms #139,39.11744,-75.516009,St. Jones River,3.2,3,1/1/2008,12/31/2009
2470,Pinehurst Village Section III,39.0473,-75.5288,Murderkill River,15.4,14.9,9/1/2007,12/31/2010
2471,Pinehurst Village Section II,39.0409,-75.5275,Murderkill River,23.76,13.89,9/1/2007,12/31/2010
2472,Milton Meadows,38.7475,-75.292222,Murderkill River,18.9,18.9,9/1/2007,9/30/2008
2474,Delmer Subdivision - Twin Spans Business Park,39.669483,-75.556117,Delaware River,15.69,0.88,6/1/2007,9/1/2007
2479,Winterberry Woods,39.095098,-75.059187,Leipsic River,166.3,150.2,3/1/2008,11/30/2013
2481,Somerton Chase,38.57,-75.306944,Iron Branch,68.19,68.19,1/1/2008,1/1/2009
2483,"Plantation Lakes - Phase II SECTIONS F, G, H CLUBHOUSE, DRIVING RANGE AND REMAIN",38.59197,-75.2925,Indian River,663.9,97.06,9/1/2007,9/1/2008
2484,Wynsome Knoll Subdivision,39.1088,-75.55864,St. Jones River,11.3,11.3,9/3/2007,9/3/2009
2488,Reserve at Chesnut Ridge Section 3,39.058889,-75.523889,St. Jones River,124.84,105.2,1/1/2008,1/1/2011
2491,The Mists at Blairs Pond,38.904167,-75.491667,Mispillion River,40.5,20,7/1/2007,11/1/2007
2502,Cattail Creek,39.031247,-75.476381,Murderkill River,93.2,75.2,8/1/2007,8/1/2011
2510,Skyview Estates Subdivision,38.611389,-75.351389,Indian River Bay,54.47,54.57,1/1/2008,12/31/2009
2515,Capstone Homes,38.731944,-75.249722,Broadkill River,0.76,0.76,8/1/2008,8/1/2008
2518,Sunny Acres at Beaver Dam,38.691389,-75.2175,Rehoboth Bay,10.5,1.9,10/1/2008,4/1/2009
2521,I.G. Burton Milford,38.9463,-75.4281,Mispillion River,8.4,5,8/1/2007,9/30/2007
2525,Market Street Professional Offices,38.686667,-75.389167,Indian River,0.39,0.32,3/1/2007,9/1/2007
2527,"758 Grantham Lane, PH 2",39.649444,-75.604722,Army Creek,30.8,15.2,7/1/2007,7/1/2010
2530,Grain Mill Station,39.294444,-75.627778,Smyrna River,4.7,5.5,12/1/2007,12/1/2009
2532,Motel 6,39.136111,-75.497222,St. Jones River,2.2,2.27,11/1/2007,11/1/2008
2533,"Baywood, Phase 7-9",38.64375,-75.179167,Rehoboth Bay,44.7,20.8,7/15/2007,9/30/2009
2534,Duneside & Baywood,38.66,-75.2,Indian River Bay,338,338,7/11/2007,7/31/2010
2539,Northern Oak Estates Subdivision,38.806433,-75.319969,Broadkill River,13.72,4.5,11/1/2007,7/1/2008
2542,Crossroad Community Church,38.696667,-75.483889,Nanticoke River,43.19,3.9,7/15/2007,7/15/2008
2556,"Central Delaware Business Park, Lot 6A, Sentinel Self Storage, Inc.",39.219722,-75.580278,Leipsic River,2.2,2.6,9/1/2007,9/30/2008
2558,Moores Meadows Phase 4,39.214722,-75.558889,St. Jones River,16.14,13.2,11/1/2007,11/1/2010
2568,Airport Industrial Park Section 2,39.658889,-75.764167,Army Creek,2.6,2.6,9/1/2007,9/1/2008
2570,Pilgrim Baptist Church,39.675,-75.779167,Christina River,2.1,0.6,9/1/2007,12/31/2007
2573,Saddleridge Estates,38.656667,-75.679444,Nanticoke River,62.4,13.2,12/1/2007,3/1/2008
2576,Contractors Offices,39.728889,-75.635556,Christina River,0.31,0.31,1/1/2008,7/1/2008
2577,Perdue,38.756347,-75.605328,Nanticoke River,69.51,3.37,8/15/2007,10/1/2007
2581,The Meadows at Creekrun,38.781389,-75.250278,Broadkill River,39.04,30,2/1/2008,2/1/2009
2583,Rhodunda Subdivision,39.592778,-75.703333,Christina River,3.3,1.2,9/5/2007,9/5/2009
2588,"Peninsula at Long Neck, Phase 2 Parcel J (Sailside)",38.6065,-75.164667,Indian River Bay,13.66,13.6,3/1/2012,3/1/2013
2590,The Cypress of Trussum Pond,38.5225,-75.515278,Broad Creek,11.1,10.3,2/1/2008,2/1/2009
2593,Wescoat,39.63,-75.783889,Christina River,26.2,8.3,2/1/2008,12/31/2009
2597,Isaacs Farm,38.686667,-75.410833,Broadkill River,79,79,1/1/2008,1/1/2009
2608,Auburn Meadows,39.25,-75.614167,Smyrna River,107,86.3,6/1/2008,6/1/2018
2617,Blue Surf Conos and Shops,38.538333,-75.055,Indian River Bay,0.77,0.72,10/15/2007,5/15/2008
2619,Dover Federal Credit Union,37.096656,-75.546136,St. Jones River,1.86,1.75,12/1/2007,5/15/2008
2622,Liberty Knoll II,39.3,-75.633333,Smyrna River,4.1,4.2,3/1/2007,3/1/2009
2626,Boyd Properties Warehouse II,38.641,,Nanticoke River,4.05,4.05,12/1/2007,12/1/2008
2627,Bridlewood,38.647936,-75.171278,Indian River Bay,310.9,154.6,1/1/2008,12/1/2009
2629,Village of Llangollen,39.641389,-75.602778,Delaware River,20.25,8.5,3/1/2008,10/1/2011
2634,Riverwalk,38.866667,-75.35,Mispillion River,29.11,7.53,4/1/2008,10/1/2008
2635,Netherfield Subdivision,38.549033,-75.152272,Indian River Bay,8.2,5.6,3/1/2008,9/1/2008
2641,The Ponds of Odessa,39.475,-75.625,Appoquinimink River,164.39,85.04,2/1/2008,8/31/2012
2648,Hatzis Property,39.718994,-75.554531,Christina River,11.07,11.56,1/1/2008,1/1/2009
2650,Fenwick Plaza,38.5,-75.106944,Assawoman,6.03,5.7,11/15/2007,10/19/2008
2651,Cypress Hall,38.887589,-75.443298,Mispillion River,87.7,86,8/1/2008,8/1/2014
2658,Crossland,39.541389,-75.6675,C & D Canal West,139.1,92.6,1/1/2008,1/1/2017
2659,Bay Laurel Subdivision,38.746944,-75.322222,Broadkill River,43.52,20,4/1/2009,4/1/2010
2660,Millville By the Sea - Section II-A,38.530367,-75.128025,Assawoman,134.5,127.6,4/1/2008,4/1/2010
2662,North Park,39.297308,-75.615408,Smyrna River,4.4,4.9,2/1/2008,7/1/2008
2672,Patriot Village,39.173964,-75.502186,Little Creek,43.6,32.7,12/1/2007,12/1/2010
2676,Ruddertown Mixed Use Complex,38.689444,-75.075278,Rehoboth Bay,2.4,2.4,12/12/2007,12/12/2008
2678,Heritage Point,38.550786,-75.540903,Broad Creek,40,28,6/1/2008,12/1/2008
2684,Dove Landing,38.544167,-75.125,Indian River Bay,119.95,119.95,1/1/2008,1/1/2015
2685,The First National Bank of Wyoming,38.9278,-75.4375,Mispillion River,1.13,1.13,3/1/2008,3/1/2010
2686,Benson Subdivision,38.871944,-75.350556,Cedar Creek,18.7,11.2,6/1/2008,1/1/2009
2688,Liddellton Subdivsion,38.911667,-75.89,Broad Creek,86.43,86.43,7/31/2008,7/31/2009
2699,Dover Crossroads,39.182222,-75.526111,St. Jones River,25.1,25.4,2/1/2008,6/1/2010
2705,Timber Farm Phase III Section 2,39.657778,-75.691111,Christina River,67.3,17.2,11/1/2007,11/1/2009
2711,Meadow Ridge Estates,38.626389,-75.703889,Sassafras River,61.2,22.4,11/1/2008,11/1/2009
2713,Spring Arbor at South Ridge Estates,39.454167,-75.741667,Appoquinimink River,116.6,113.8,4/11/2006,12/31/2010
2719,The Millyard,39.680278,-75.759167,Christina River,1,1,2/1/2008,9/1/2008
2724,Farber Subdivision,38.667222,-75.470556,Broadkill River,4.41,4.22,4/1/2008,11/1/2008
2729,The Highlands,39.485833,-75.769722,Appoquinimink River,100,49.8,4/1/2008,4/1/2012
2733,Willow Grove Mill Townhouse Development,39.448611,-75.688611,Drawyer Creek-Appoquinimink River,27.83,27,1/5/2008,1/5/2010
2734,Mission Estates,38.871667,-75.404444,Mispillion River,35.6,34,4/1/2008,1/31/2009
2737,Soldier Field,38.861111,-75.557778,Nanticoke River,101.16,75.73,6/1/2010,6/1/2012
2740,County Seat Apartments,38.695556,-75.414444,Nanticoke River,15.84,17.53,6/1/2008,9/1/2010
2754,Yorkshire Estates,38.461389,-75.553611,Broad Creek,65.9,48.9,10/25/2005,6/30/2010
2760,Avebury,38.646244,-75.255035,Indian River,234.8,59,9/1/2008,10/1/2009
2761,The Vineyards at Nassau Valley,38.745833,-75.191667,Lewes-Rehoboth Canal,82,82,6/1/2008,6/1/2018
2762,Norwood Farm,38.672798,-75.241921,Indian River Bay,17.3,15.5,4/1/2008,8/1/2008
2763,Wetherby,38.651119,-75.2425,Indian River Bay,64.5,50.2,9/1/2008,10/1/2009
2771,Norino Property LLC,38.911389,-75.15,Indian River Bay,4.07,3.79,6/1/2008,12/1/2010
2772,Ellis Grove,38.537222,-75.675,Broad Creek,119.7,107.3,8/1/2008,8/1/2009
2777,Donald Property,39.830833,-75.490278,Naamans Creek,3.3,3.18,4/1/2008,4/1/2009
2780,Bank of Newark Building,39.683611,-75.749167,Christina River,0.03,0.02,3/1/2008,10/1/2008
2782,Millwood Subdivision,38.573056,-75.280556,Indian River,39.9,42.81,7/1/2005,4/1/2011
2806,Longneck Building,38.63,-75.171944,Rehoboth Bay,0.5,0.5,5/1/2008,12/1/2008
2813,Orchard Point,38.740833,-75.561111,Nanticoke River,307.7,188.1,1/1/2009,1/1/2014
2814,Foulk Road Partners,39.7875,-75.534167,Shellpot Creek,1.2,1.1,3/1/2009,9/30/2010
2819,Windsor Farms North,38.714167,-75.489444,Gravelly Branch,23.67,20,7/1/2008,12/31/2009
2823,Ten Bears Environmental LLC,39.643889,-75.73,Christina River,0.7,0.6,12/1/2008,12/1/2009
2825,Sweetwater Point,38.605556,-75.304722,Indian River,89.1,19.9,6/1/2008,6/1/2009
2833,Spring Haven,38.728056,-75.251667,Broadkill River,26.1,13.1,10/1/2008,3/1/2009
2839,Watson Farm,39.516667,-76,Smyrna River,272.7,200,9/1/2008,9/1/2010
2840,Brandywine Towers-Storage Building,39.819722,-75.463889,Naamans Creek,20.1,0.01,5/1/2008,8/1/2008
2842,Millwood Phase II,38.584722,-75.268889,Indian River,39.9,27,9/1/2008,6/1/2009
2844,The Villas on Broadcreek,38.558817,-75.568836,Broad Creek,1.25,1.25,1/1/2005,1/1/2009
2854,Red Clover Walk,38.739444,-75.169722,Rehoboth Bay,11,11,8/1/2008,8/1/2009
2858,Christiana Self Storage,39.65775,-75.656,Christina River,10.2,5.2,9/1/2008,12/31/2010
2859,King Farm Industrial Park,38.695611,-75.347611,Deep Creek,74,55.8,9/1/2008,9/30/2011
2860,Dover Mart -Building Expansion and Site Improvements,39.159444,-75.513056,St. Jones River,4,0.9,1/2/2009,2/9/2011
2861,Salt Pond Plaza,38.555556,-75.186944,Indian River Bay,8.3,8.3,7/1/2008,5/15/2009
2869,Bethesda Manor West,38.636667,-75.332222,Indian River Bay,13.05,13.3,7/1/2008,12/1/2008
2871,Greenbriar,38.459364,-75.192369,Assawoman,15.1,14.62,9/1/2008,9/1/2009
2873,Cedar Lake,38.573889,-75.084444,Indian River Bay,16.01,16.01,1/1/2008,1/1/2010
2876,Parkway at Southridge Estates,39.45,-75.7375,Appoquinimink River,25.5,25.5,7/1/2008,7/1/2014
2879,Silver Lake Plaza,38.0164,-75.4452,Mispillion River,9.3,5.8,3/1/2009,6/1/2009
2882,Cool Spring Meadows,38.699722,-75.246389,Nanticoke River,215.2,134.8,6/1/2009,6/1/2014
2889,Maple View,39.491944,-75.630833,Appoquinimink River,5.4,4.3,9/1/2008,1/1/2010
2893,Everton Multi Family,38.697689,-75.384239,Broadkill River,3.08,3.13,9/1/2008,12/1/2008
2897,Newark Charter School Play Area,39.660833,-75.776278,Christina River,15.5,0.9,8/15/2008,10/15/2008
2902,Governor's Grant,38.654167,-75.628333,Nanticoke River,7.5,6.7,10/1/2008,10/1/2012
2906,Washington House Condominiums,39.6825,-75.748611,White Clay Creek,1.4,1.4,7/6/2006,7/6/2007
2907,Millstone,38.616389,-75.594722,Nanticoke River,43.3,37.3,1/1/2009,1/31/2010
2908,Shops at Boyds Corner,39.5,-75.65,C & D Canal West,2.82,2.82,10/1/2008,10/1/2009
2920,Delaware Interstate Ind. Park - Lot 37,39.65,-75.715278,Christina River,1.6,1.5,11/1/2008,3/1/2009
2921,"Glassgow Commons - Parcels B, D, and F",39.624722,-75.735556,Christina River,149.1,24.4,6/1/2011,6/1/2031
2928,The Weldon House,39.766667,-75.516667,Shellpot Creek,1.4,0.8,8/31/2008,8/31/2009
2930,Solitude on Whites Creek,38.55,-75.1,Indian River Bay,40.4,40,4/1/2009,8/1/2009
2933,Christiana Fashion Center,39.670833,-75.65,Christina River,184.9,78.7,8/1/2008,8/1/2009
2942,Johnsonville Subdivision,38.639722,-75.269444,Indian River,42.1,13.2,2/1/2009,6/1/2009
2947,Georgetown Commons,38.679186,-75.392608,Indian River,10.6,9.1,9/30/2008,9/30/2009
2948,The Village at Vines Creek Marina,39.5659,-75.1889,Indian River Bay,18.02,2.5,11/1/2008,10/1/2009
2950,Millsboro Commercial Property,38.576286,-75.284986,Iron Branch,3.9,3.9,1/2/2009,12/31/2010
2952,Chaplains Circle,38.711667,-75.531944,Nanticoke River,26.9,27.5,3/1/2009,3/30/2010
2953,WILSON FARM,39.673056,-75.774444,Christina River,39.8,15.1,5/1/2012,4/30/2013
2958,Donovan Heritage Subdivision,38.762075,-75.350017,Broadkill River,11,3,1/1/2009,6/1/2009
2961,Hamlet of Tillery,38.7625,-75.5625,Nanticoke River,28,29,10/31/2008,10/31/2010
2963,1049th Transportation Parking Lot,39.6322,-75.6126,Delaware River,1.5,1.1,7/15/2008,11/30/2008
2965,Warrington Property Subdivision,38.45,-75.183333,Buntings Branch,56.4,53.8,4/1/2009,4/30/2012
2966,Bridge Branch Estates,38.712778,-75.540278,Nanticoke River,87.6,88.8,4/1/2009,4/30/2010
2970,Cypress Hall Commercial,38.893536,-75.443535,Mispillion River,43.81,49.9,6/1/2009,6/1/2012
2971,Sandpiper Commercial,38.730786,-75.13175,Rehoboth Bay,2,3,1/1/2009,4/1/2009
2972,Wastewater Lagoon Remediation,39,-75.533333,Delaware River,138.4,8.5,9/15/2008,1/1/2009
2973,Duck Creek Crossing,39.3,-75.625,Smyrna River,25,16.2,6/1/2010,6/1/2012
2983,The Shops at College Park,38.68941,-75.41188,Broadkill River,48.1,40,1/1/2009,6/1/2010
2987,119 Elkton Road,39.679722,-75.759444,Christina River,0.39,0.41,10/1/2008,10/1/2009
2990,Shoppes of Townsend,39.405556,-75.695833,Appoquinimink River,21.64,18,4/1/2009,12/1/2012
2992,Standard Distributing / Parking Lot Improvements,39.150556,-75.485278,Little Creek,8.8,2.7,11/1/2008,3/1/2009
2993,Welsh Run East,39.653978,-75.2502,Rehoboth Bay,83,62.2,6/1/2009,6/1/2011
2996,Winding Creek Estates,39.161667,-75.621389,St. Jones River,221.5,109,3/1/2010,9/30/2015
3005,Zwaanendael Landing,38.78,-75.15,Rehoboth Bay,0.6,0.6,1/26/2009,12/31/2009
3012,National Cup Company,39.174722,-75.548333,St. Jones River,11.5,1.9,11/24/2008,2/24/2008
3014,150 Red Mill Road,39.688056,-75.703611,White Clay Creek,22.6,8.8,4/1/2014,4/1/2015
3019,Paradise Lakes,38.716667,-75.308333,Delaware Bay,132.9,79.9,6/1/2009,12/1/2009
3023,Stonebrook West,39.191111,-75.575556,St. Jones River,89,54.7,4/1/2009,4/1/2015
3024,Stonebrook East,39.193333,-75.571111,St. Jones River,45,31.1,4/1/2009,4/1/2015
3030,16 Old Possum Park Road,39.683333,-75.75,Christina River,3.94,1.69,1/1/2009,12/31/2009
3031,Roseville Park - 3 & 4 Poplar Avenue,39.716667,-75.716667,Red Clay Creek,0.65,0.86,1/1/2009,12/31/2009
3032,Ingram Village,38.8125,-75.425,Cedar Creek,101.6,101.8,2/1/2009,2/1/2012
3035,Centreville School,39.766667,-75.6,Brandywine Creek,10.59,0.4,5/1/2009,12/30/2010
3038,The Mews at Riveredge Park,39.683889,-75.545833,Delaware River,20.9,14,9/24/2008,6/30/2009
3041,River Rock Glen,38.760278,-75.239722,Broadkill River,29.3,26.4,3/1/2009,3/1/2012
3052,Greenwood Mennonite Church,38.811389,-75.568056,Appoquinimink River,12.67,7.24,3/1/2009,3/1/2010
3057,Nichols Property,39.603889,-75.768333,Christina River,6.6,6.6,1/1/2009,6/30/2009
3058,Chelesa Villa Phase 2,39.043056,-75.65,St. Jones River,63.9,13.1,5/1/2009,10/1/2009
3060,Wittig Subdivision,39.466667,-75.733333,Bohemia Creek,28.03,3.58,3/1/2009,3/1/2010
3065,Georgetown Village,38.698611,-75.3925,Nanticoke River,10.1,8.4,6/1/2009,12/1/2010
3068,Parkway Commons,39.31173,-75.6117,Smyrna River,2.06,2.29,4/1/2009,10/1/2009
3069,Piney Creek,38.5725,-75.197778,Indian River Bay,9.33,4,8/21/2008,8/25/2010
3072,Woodward Pond Rehabilitation Plan,39.431111,-75.726111,Appoquinimink River,137.8,24.2,1/1/2009,1/1/2010
3078,Chestnut Grove Farms Subdivision,39.1668,-75.5741,St. Jones River,50.9,36.6,3/1/2010,3/1/2015
3080,Whittington Woods,39.638056,-75.670556,Christina River,88.7,46,3/1/2010,12/31/2013
3087,Heritage Commercial Center Phase 1 Section 1,38.45,-75.36,Nanticoke River,9,9,2/15/2009,4/15/2009
3106,The Centre for Studio Green Apartments,39.674444,-75.768889,Christina River,5.59,2.3,3/1/2009,12/1/2009
3113,The Arbors Senior Condominiums,39.177139,-75.553472,St. Jones River,4.51,4.81,6/1/2009,6/1/2010
3114,Hyatt Place Hotel,39.729722,-75.565556,Christina River,3.2,3,1/1/2009,8/1/2009
3117,The Landings of Felton,39.025278,-75.570278,Murderkill River,24.1,22.1,6/1/2010,6/1/2012
3121,Bay East,38.91,-75.394722,Mispillion River,4.9,5.28,4/1/2009,4/1/2010
3128,Chaselynd Hills Subdivision,39.062599,-75.474036,St. Jones River,176.6,176.7,6/1/2009,11/1/2019
3134,6515 Governor Printz Boulevard,39.776389,-75.481944,Shellpot Creek,5.08,1.08,3/1/2009,3/1/2010
3135,White Clay Vista,39.68978,-75.75337,White Clay Creek,1,1,5/1/2009,4/30/2011
3139,Davis Property,38.710328,-75.09755,Lewes-Rehoboth Canal,0.32,0.2,3/25/2009,5/1/2009
3142,Airport News and Convenience,39.683056,-75.588472,Christina River,0.58,0.58,6/1/2010,12/31/2010
3144,Lighthouse Farm,39.526389,-75.637778,C & D Canal East,109.84,108.3,4/1/2010,4/1/2015
3148,Shaffer Warehouses,38.541944,-75.26,Indian River Bay,1.95,1.95,9/1/2009,9/1/2010
3156,Rick Chick Landing,38.558889,-75.535833,Nanticoke River,7.6,7.6,6/1/2009,6/1/2010
3157,Button Wood Village,39.682222,-75.555556,Delaware River,1.03,1.3,5/1/2009,5/1/2010
3166,Bergmont Woods,39.259358,-75.059833,Smyrna River,34.22,33.2,8/1/2009,8/1/2010
3169,Airbase Carpet Mart,39.680278,-75.589444,Christina River,3.9,0.9,8/1/2009,10/30/2011
3170,Ashby's Place,39.495833,-75.630556,Delaware River,42.7,33.9,5/1/2010,5/1/2012
3173,Sawmill Run,38.631249,-75.292366,Indian River,77.4,2.6,9/1/2009,12/1/2009
3179,Sussex West,38.7443,-75.204928,Delaware Bay,55.2,20.6,6/1/2010,12/1/2011
3180,A-1 Waste Farmington Properties LLC MSW Transfer Station,38.858889,-75.579444,Marshyhope Creek,20,17.1,7/1/2009,2/28/2010
3187,Kew Garden,38.597222,-75.649444,Nanticoke River,20.3,9.4,9/1/2009,9/1/2010
